Order_ID,Order_Date,Region,Category,Product,Quantity,Sales,Discount,Profit
ORD-106282,2022-11-25,West,Furniture,Table,8,29793.43,0.05,2336.19
ORD-106283,2022-05-13,North,Office Supplies,Pen,1,29208.85,0.2,1351.76
ORD-106284,2024-04-14,South,Furniture,Chair,9,40163.2,0.2,-473.32
ORD-106285,2023-10-13,East,Technology,Tablet,2,28802.48,0.1,3853.41
ORD-106286,2022-05-01,North,Furniture,Table,8,28685.09,0.15,-1337.47
ORD-106287,2023-08-29,West,Office Supplies,Notebook,5,1701.34,0.15,109.57
ORD-106288,2024-08-22,East,Furniture,Desk,1,44498.17,0.2,2831.58
ORD-106289,2022-05-09,East,Office Supplies,Storage Box,3,20261.78,0.1,429.81
ORD-106290,2022-01-29,North,Office Supplies,Storage Box,2,9579.04,0.05,916.83
ORD-106291,2023-12-23,West,Furniture,Desk,5,14976.89,0.15,-1122.71
ORD-106292,2022-11-29,South,Technology,Phone,2,17319.2,0.15,-86.91
ORD-106293,2024-08-01,North,Office Supplies,Storage Box,4,19721.15,0.0,4073.32
ORD-106294,2024-11-13,West,Technology,Phone,5,49483.63,0.15,6527.46
ORD-106295,2022-12-22,North,Office Supplies,Pen,5,1557.48,0.05,73.23
ORD-106296,2022-05-19,West,Office Supplies,Storage Box,3,14903.6,0.2,-856.4
ORD-106297,2022-01-29,East,Technology,Tablet,4,28558.47,0.0,6759.33
ORD-106298,2024-07-19,East,Furniture,Desk,7,14242.09,0.0,3341.54
ORD-106299,2023-05-11,South,Furniture,Wardrobe,7,49464.88,0.0,6696.59
ORD-106300,2024-10-10,East,Technology,Phone,6,47985.55,0.15,6017.56
ORD-106301,2023-10-17,West,Furniture,Table,1,39826.3,0.05,6282.54
ORD-106302,2024-04-07,South,Furniture,Desk,8,29700.69,0.1,2642.15
ORD-106303,2022-12-17,East,Furniture,Chair,1,31175.71,0.05,2912.63
ORD-106304,2023-07-08,East,Office Supplies,Pen,5,29772.98,0.05,2725.18
ORD-106305,2022-10-26,South,Office Supplies,Notebook,4,10316.55,0.15,384.17
ORD-106306,2022-03-05,West,Office Supplies,Notebook,9,38889.33,0.0,8778.65
ORD-106307,2024-01-25,West,Office Supplies,Printer,2,47668.86,0.15,5215.78
ORD-106308,2024-02-09,North,Technology,Monitor,2,19745.38,0.15,1791.27
ORD-106309,2024-04-13,North,Office Supplies,Notebook,3,5776.37,0.1,65.95
ORD-106310,2022-06-15,South,Office Supplies,Notebook,5,25268.05,0.2,-2687.84
ORD-106311,2023-05-21,East,Office Supplies,Pen,2,48923.4,0.1,1345.56
ORD-106312,2024-03-03,North,Technology,Laptop,5,22170.61,0.2,-1003.15
ORD-106313,2024-04-12,West,Technology,Tablet,9,23679.47,0.15,2433.79
ORD-106314,2024-05-07,West,Technology,Monitor,7,21208.93,0.1,1458.26
ORD-106315,2024-03-16,North,Office Supplies,Pen,4,32728.86,0.2,-869.76
ORD-106316,2024-01-31,South,Technology,Tablet,2,13772.96,0.0,2583.68
ORD-106317,2024-04-12,East,Technology,Laptop,3,49844.38,0.0,2953.15
ORD-106318,2022-10-10,West,Office Supplies,Printer,6,18753.33,0.15,2434.21
ORD-106319,2023-01-14,East,Technology,Phone,5,13579.33,0.1,-473.23
ORD-106320,2022-07-17,West,Technology,Phone,8,598.76,0.15,20.12
ORD-106321,2024-10-11,East,Technology,Laptop,6,11309.94,0.2,-1085.7
ORD-106322,2024-10-20,South,Office Supplies,Storage Box,6,16759.87,0.2,1160.4
ORD-106323,2023-07-10,North,Office Supplies,Pen,7,14968.57,0.0,1878.75
ORD-106324,2022-12-22,East,Technology,Tablet,7,41831.87,0.1,6357.96
ORD-106325,2024-11-06,North,Technology,Phone,9,9869.91,0.05,99.79
ORD-106326,2023-10-01,West,Office Supplies,Printer,7,25425.03,0.2,-1557.89
ORD-106327,2023-01-14,West,Office Supplies,Printer,8,47223.26,0.0,4077.82
ORD-106328,2023-11-11,North,Furniture,Chair,5,26963.09,0.15,2613.53
ORD-106329,2023-05-21,East,Furniture,Chair,1,27670.49,0.1,1124.09
ORD-106330,2024-06-17,East,Furniture,Chair,5,1293.6,0.15,111.29
ORD-106331,2022-03-17,North,Office Supplies,Storage Box,1,7931.05,0.2,-645.42
ORD-106332,2022-08-19,North,Technology,Laptop,3,44903.99,0.05,4008.78
ORD-106333,2024-08-19,East,Office Supplies,Pen,7,7512.94,0.0,1514.13
ORD-106334,2022-10-29,East,Technology,Laptop,5,40119.14,0.2,-5817.03
ORD-106335,2023-12-27,East,Office Supplies,Pen,8,6635.02,0.15,710.7
ORD-106336,2022-08-03,South,Technology,Phone,8,48204.29,0.15,5995.63
ORD-106337,2022-03-10,North,Technology,Tablet,8,36832.4,0.15,1917.02
ORD-106338,2023-01-28,East,Furniture,Wardrobe,6,4192.55,0.2,-209.14
ORD-106339,2022-09-24,East,Furniture,Table,3,37192.46,0.0,2645.12
ORD-106340,2024-12-28,West,Furniture,Chair,4,13356.93,0.0,2144.13
ORD-106341,2023-09-03,South,Technology,Phone,5,19411.01,0.0,4940.95
ORD-106342,2024-10-05,East,Office Supplies,Pen,3,5003.29,0.0,799.59
ORD-106343,2024-08-19,East,Furniture,Table,7,34685.25,0.2,-964.61
ORD-106344,2023-12-29,North,Technology,Laptop,7,36630.41,0.2,1762.81
ORD-106345,2023-11-04,West,Furniture,Table,7,28285.04,0.1,5236.7
ORD-106346,2023-02-27,North,Office Supplies,Storage Box,8,46360.04,0.0,2396.76
ORD-106347,2022-04-25,West,Furniture,Chair,4,16982.8,0.2,-450.79
ORD-106348,2022-08-08,South,Technology,Laptop,6,17103.82,0.05,3305.25
ORD-106349,2022-01-31,North,Furniture,Wardrobe,8,28651.31,0.1,5058.37
ORD-106350,2023-09-09,South,Office Supplies,Printer,6,6222.37,0.05,822.05
ORD-106351,2023-06-23,West,Technology,Tablet,4,23849.94,0.15,2273.42
ORD-106352,2024-01-09,North,Office Supplies,Pen,6,37285.39,0.15,3467.65
ORD-106353,2024-10-22,North,Office Supplies,Printer,6,12312.44,0.0,1412.35
ORD-106354,2024-05-20,South,Office Supplies,Notebook,2,5584.01,0.15,598.1
ORD-106355,2022-04-11,East,Office Supplies,Pen,3,21318.9,0.05,3924.68
ORD-106356,2024-12-17,South,Furniture,Chair,7,38316.5,0.05,2290.45
ORD-106357,2023-11-23,North,Technology,Phone,1,14579.76,0.2,-1395.93
ORD-106358,2024-07-29,South,Office Supplies,Pen,3,1772.36,0.1,310.56
ORD-106359,2022-12-07,North,Furniture,Wardrobe,7,13584.54,0.05,1755.87
ORD-106360,2024-05-10,East,Furniture,Wardrobe,4,6431.79,0.05,1587.2
ORD-106361,2024-11-09,South,Furniture,Chair,5,2319.41,0.15,163.78
ORD-106362,2022-02-07,East,Furniture,Wardrobe,2,34591.25,0.0,2679.15
ORD-106363,2023-10-22,South,Technology,Phone,6,653.35,0.0,191.48
ORD-106364,2024-07-16,South,Furniture,Wardrobe,3,34064.35,0.1,-805.19
ORD-106365,2024-11-15,North,Technology,Phone,7,31359.36,0.1,-808.34
ORD-106366,2023-03-30,West,Office Supplies,Pen,8,623.19,0.1,109.79
ORD-106367,2024-01-07,East,Furniture,Wardrobe,7,38758.53,0.1,5169.9
ORD-106368,2024-03-29,North,Technology,Phone,7,41536.58,0.15,1206.55
ORD-106369,2024-02-12,North,Technology,Tablet,2,13685.8,0.05,1842.38
ORD-106370,2022-01-13,East,Office Supplies,Printer,5,25092.47,0.2,-1083.94
ORD-106371,2024-07-03,East,Technology,Monitor,6,30797.13,0.0,3518.26
ORD-106372,2024-07-09,South,Office Supplies,Pen,5,44159.09,0.15,5419.13
ORD-106373,2024-04-04,North,Office Supplies,Pen,5,44286.38,0.15,5927.39
ORD-106374,2023-01-06,West,Furniture,Wardrobe,1,21462.97,0.2,845.6
ORD-106375,2022-11-28,East,Furniture,Chair,3,9664.45,0.1,502.9
ORD-106376,2022-09-18,South,Technology,Phone,4,41357.92,0.15,-2724.61
ORD-106377,2023-11-28,West,Office Supplies,Storage Box,7,21959.96,0.2,-1554.5
ORD-106378,2023-11-18,West,Technology,Monitor,9,18380.78,0.0,5391.79
ORD-106379,2024-08-07,South,Office Supplies,Pen,3,27674.0,0.1,-561.07
ORD-106380,2023-01-22,South,Furniture,Chair,5,18327.18,0.2,1600.72
ORD-106381,2024-03-31,North,Office Supplies,Storage Box,1,5232.51,0.0,1498.84
ORD-106382,2023-04-13,West,Furniture,Table,6,11557.79,0.1,-83.32
ORD-106383,2022-03-10,West,Technology,Phone,8,23815.75,0.05,480.69
ORD-106384,2022-07-19,North,Office Supplies,Printer,4,22578.91,0.15,-1016.22
ORD-106385,2022-08-04,East,Furniture,Chair,4,12431.86,0.05,2538.19
ORD-106386,2022-07-31,South,Technology,Laptop,2,25759.31,0.2,542.66
ORD-106387,2023-05-23,South,Technology,Monitor,5,17322.0,0.0,1575.69
ORD-106388,2022-01-16,West,Furniture,Desk,8,45031.69,0.05,10247.49
ORD-106389,2024-06-02,West,Furniture,Wardrobe,1,20106.05,0.15,427.7
ORD-106390,2022-11-28,West,Technology,Tablet,3,21842.65,0.2,1498.84
ORD-106391,2023-12-18,West,Furniture,Desk,2,570.41,0.1,65.59
ORD-106392,2023-07-05,East,Furniture,Desk,3,10292.12,0.15,1215.06
ORD-106393,2024-07-30,North,Technology,Phone,3,17739.14,0.05,2788.14
ORD-106394,2022-09-13,East,Office Supplies,Pen,3,44515.93,0.2,2637.11
ORD-106395,2024-09-18,South,Furniture,Table,1,12829.67,0.15,1882.96
ORD-106396,2023-12-29,East,Technology,Phone,7,34275.07,0.05,6869.48
ORD-106397,2024-05-29,North,Technology,Tablet,8,24917.87,0.0,5426.88
ORD-106398,2024-03-25,North,Furniture,Wardrobe,8,40611.58,0.15,4744.65
ORD-106399,2023-10-11,South,Office Supplies,Storage Box,9,15363.57,0.1,854.77
ORD-106400,2024-09-26,North,Technology,Tablet,8,14848.14,0.0,1967.6
ORD-106401,2023-04-16,West,Furniture,Desk,7,31531.16,0.2,-2988.84
ORD-106402,2023-11-21,South,Technology,Monitor,6,31162.71,0.1,5235.82
ORD-106403,2023-12-01,North,Technology,Tablet,6,15731.05,0.1,2110.84
ORD-106404,2023-05-22,West,Furniture,Table,4,12886.4,0.05,376.71
ORD-106405,2024-09-18,South,Technology,Phone,8,16546.41,0.2,748.83
ORD-106406,2024-10-06,North,Furniture,Chair,4,33700.58,0.05,3396.4
ORD-106407,2024-03-14,South,Furniture,Table,6,34885.3,0.0,9267.32
ORD-106408,2024-04-10,South,Office Supplies,Pen,6,18688.86,0.0,2880.47
ORD-106409,2022-08-02,South,Office Supplies,Storage Box,2,48277.46,0.15,4531.39
ORD-106410,2022-06-18,East,Furniture,Desk,8,23082.43,0.15,-558.07
ORD-106411,2024-09-04,North,Technology,Laptop,2,11978.44,0.0,2741.29
ORD-106412,2022-05-26,East,Office Supplies,Notebook,3,2203.35,0.05,544.31
ORD-106413,2023-05-31,South,Furniture,Table,5,29195.51,0.0,6357.17
ORD-106414,2023-03-29,East,Technology,Laptop,2,10195.22,0.05,802.14
ORD-106415,2022-03-01,North,Office Supplies,Printer,9,45014.12,0.0,7467.58
ORD-106416,2023-06-12,West,Furniture,Wardrobe,6,48394.63,0.0,2614.6
ORD-106417,2024-10-20,West,Office Supplies,Printer,4,2425.72,0.1,-66.91
ORD-106418,2023-04-19,South,Furniture,Chair,5,39697.88,0.05,8454.63
ORD-106419,2024-01-27,East,Office Supplies,Storage Box,3,21146.96,0.05,1992.33
ORD-106420,2024-02-21,North,Technology,Phone,8,10258.07,0.1,2040.76
ORD-106421,2023-03-09,West,Technology,Phone,8,23806.74,0.05,1770.71
ORD-106422,2023-02-05,South,Technology,Tablet,2,6808.78,0.1,629.07
ORD-106423,2022-02-26,East,Office Supplies,Printer,4,6218.44,0.15,204.93
ORD-106424,2024-09-29,South,Office Supplies,Notebook,8,2956.38,0.2,252.67
ORD-106425,2022-07-05,South,Office Supplies,Pen,7,30827.81,0.1,1542.34
ORD-106426,2023-02-02,South,Office Supplies,Storage Box,6,19104.23,0.0,1763.46
ORD-106427,2023-08-28,West,Technology,Monitor,7,8303.56,0.15,873.47
ORD-106428,2024-02-27,South,Office Supplies,Storage Box,9,22948.45,0.2,1597.14
ORD-106429,2022-06-07,South,Furniture,Wardrobe,9,12462.29,0.1,-432.01
ORD-106430,2023-08-12,East,Furniture,Table,5,10586.43,0.2,910.13
ORD-106431,2023-04-11,West,Office Supplies,Pen,7,49788.53,0.15,-3209.39
ORD-106432,2023-03-22,North,Furniture,Table,9,46146.27,0.1,116.22
ORD-106433,2024-03-11,West,Technology,Monitor,2,29281.71,0.05,216.57
ORD-106434,2024-07-17,North,Furniture,Wardrobe,3,14302.59,0.0,3106.02
ORD-106435,2022-01-17,East,Office Supplies,Printer,4,32532.13,0.1,6190.43
ORD-106436,2024-01-01,North,Technology,Laptop,8,49521.95,0.1,3116.08
ORD-106437,2022-11-22,South,Furniture,Desk,3,4457.66,0.05,107.6
ORD-106438,2024-09-21,East,Technology,Laptop,1,7258.06,0.15,-665.3
ORD-106439,2023-09-05,North,Furniture,Chair,8,35354.98,0.15,5107.44
ORD-106440,2023-06-30,South,Furniture,Wardrobe,1,48091.08,0.0,10308.01
ORD-106441,2023-08-19,South,Furniture,Desk,1,30499.37,0.2,-4179.0
ORD-106442,2024-07-09,East,Office Supplies,Pen,7,24174.52,0.2,-1426.94
ORD-106443,2024-04-21,South,Furniture,Table,1,26427.92,0.0,6133.49
ORD-106444,2022-12-10,West,Office Supplies,Printer,3,8444.9,0.0,683.15
ORD-106445,2024-05-08,North,Technology,Laptop,7,23239.13,0.1,3866.15
ORD-106446,2023-03-21,South,Furniture,Table,7,17505.94,0.05,3225.71
ORD-106447,2022-08-10,South,Furniture,Table,6,18454.24,0.15,-1220.53
ORD-106448,2023-08-15,West,Office Supplies,Storage Box,2,36055.23,0.1,-629.45
ORD-106449,2024-10-27,East,Office Supplies,Printer,5,43576.56,0.05,5221.83
ORD-106450,2024-10-14,South,Office Supplies,Notebook,5,14527.61,0.2,-169.24
ORD-106451,2022-01-16,South,Furniture,Wardrobe,1,14290.85,0.15,-1160.24
ORD-106452,2023-06-08,East,Technology,Monitor,3,31593.1,0.0,2403.15
ORD-106453,2024-03-13,West,Technology,Phone,6,8847.58,0.1,150.24
ORD-106454,2022-01-21,West,Technology,Phone,9,32675.18,0.15,4874.97
ORD-106455,2022-08-16,West,Technology,Laptop,6,19170.62,0.1,1686.51
ORD-106456,2024-10-04,West,Office Supplies,Notebook,2,17351.81,0.2,-314.63
ORD-106457,2024-03-19,South,Technology,Tablet,6,3878.33,0.15,318.78
ORD-106458,2023-02-08,North,Technology,Monitor,5,42713.8,0.0,4140.64
ORD-106459,2024-12-25,North,Office Supplies,Printer,7,25823.59,0.05,5347.27
ORD-106460,2023-03-13,East,Office Supplies,Notebook,9,11948.46,0.15,295.03
ORD-106461,2024-04-08,South,Office Supplies,Notebook,9,32464.23,0.1,-604.72
ORD-106462,2024-07-22,East,Office Supplies,Pen,7,1283.88,0.15,-53.14
ORD-106463,2022-09-16,West,Furniture,Table,6,44096.06,0.1,7558.29
ORD-106464,2022-04-13,East,Office Supplies,Notebook,1,30946.52,0.1,-851.56
ORD-106465,2024-09-19,South,Technology,Laptop,3,11338.63,0.2,884.74
ORD-106466,2024-02-08,South,Office Supplies,Pen,8,37077.09,0.0,3195.74
ORD-106467,2024-03-23,West,Office Supplies,Notebook,3,15723.36,0.0,2129.84
ORD-106468,2022-08-14,East,Office Supplies,Pen,9,11012.28,0.05,666.09
ORD-106469,2024-07-31,West,Furniture,Table,6,40376.44,0.0,8063.0
ORD-106470,2023-04-08,South,Technology,Laptop,9,6841.12,0.0,1735.57
ORD-106471,2022-08-25,North,Office Supplies,Notebook,5,11903.59,0.0,2487.59
ORD-106472,2024-11-15,North,Technology,Monitor,6,32889.8,0.05,3939.02
ORD-106473,2023-05-21,North,Furniture,Desk,3,18286.22,0.15,2158.02
ORD-106474,2024-03-24,East,Technology,Tablet,2,49674.84,0.0,14843.84
ORD-106475,2024-02-06,West,Technology,Laptop,3,4410.07,0.2,361.59
ORD-106476,2023-09-26,North,Office Supplies,Pen,2,24578.46,0.05,2627.65
ORD-106477,2024-09-17,East,Furniture,Chair,2,26103.59,0.2,2150.23
ORD-106478,2023-09-10,East,Technology,Phone,2,32512.98,0.2,1282.89
ORD-106479,2022-09-30,South,Technology,Tablet,6,10137.47,0.1,-348.13
ORD-106480,2022-08-20,East,Furniture,Chair,8,1399.31,0.15,-82.48
ORD-106481,2024-02-07,West,Furniture,Table,6,41883.44,0.15,-2314.86
ORD-106482,2023-05-11,East,Office Supplies,Pen,5,40412.1,0.0,5989.62
ORD-106483,2024-11-13,South,Furniture,Chair,9,8216.46,0.0,1456.38
ORD-106484,2023-05-17,West,Furniture,Table,7,1283.62,0.2,-140.69
ORD-106485,2022-01-25,East,Technology,Laptop,6,1825.59,0.0,112.31
ORD-106486,2022-10-15,South,Office Supplies,Printer,2,29271.85,0.15,4048.6
ORD-106487,2022-12-04,South,Technology,Tablet,1,9891.33,0.1,302.89
ORD-106488,2024-11-26,East,Technology,Monitor,6,7884.02,0.15,1178.96
ORD-106489,2022-05-17,South,Technology,Phone,7,31261.93,0.1,2629.28
ORD-106490,2023-05-23,East,Technology,Monitor,1,13242.66,0.15,640.18
ORD-106491,2022-08-15,West,Technology,Phone,9,4186.3,0.15,544.02
ORD-106492,2022-11-16,East,Furniture,Chair,6,31833.66,0.0,2446.37
ORD-106493,2024-07-04,East,Technology,Tablet,1,15536.71,0.05,3707.25
ORD-106494,2022-03-27,West,Furniture,Desk,3,7283.82,0.2,-507.95
ORD-106495,2024-07-14,South,Office Supplies,Pen,7,2852.03,0.0,423.5
ORD-106496,2022-02-22,North,Furniture,Table,9,37092.38,0.0,7731.27
ORD-106497,2024-05-09,East,Technology,Tablet,7,45377.81,0.15,-1180.45
ORD-106498,2024-05-16,North,Technology,Monitor,1,45129.7,0.0,6696.52
ORD-106499,2023-03-09,North,Furniture,Desk,5,30786.7,0.05,3880.09
ORD-106500,2024-09-25,South,Technology,Monitor,5,26175.81,0.05,6473.52
ORD-106501,2022-04-10,West,Office Supplies,Notebook,8,1003.06,0.0,95.25
ORD-106502,2024-09-16,North,Technology,Laptop,5,24404.06,0.0,2843.71
ORD-106503,2023-08-22,East,Office Supplies,Printer,8,18997.19,0.15,-850.35
ORD-106504,2023-02-07,West,Technology,Phone,8,44865.0,0.05,2460.38
ORD-106505,2023-01-31,West,Furniture,Table,5,30588.37,0.0,7336.22
ORD-106506,2023-02-19,South,Office Supplies,Printer,7,3255.12,0.0,883.46
ORD-106507,2024-07-27,West,Office Supplies,Printer,1,13676.07,0.15,-906.08
ORD-106508,2023-11-08,East,Office Supplies,Printer,7,5932.47,0.0,1062.16
ORD-106509,2023-04-08,West,Technology,Phone,3,6332.53,0.2,-341.53
ORD-106510,2023-06-25,East,Technology,Laptop,2,49676.88,0.1,5380.24
ORD-106511,2022-03-25,South,Office Supplies,Pen,9,5396.71,0.1,77.16
ORD-106512,2022-09-28,South,Furniture,Desk,8,16078.68,0.05,2443.82
ORD-106513,2022-09-01,South,Technology,Monitor,3,34865.6,0.2,2182.01
ORD-106514,2023-01-23,West,Furniture,Wardrobe,9,8131.57,0.05,1925.31
ORD-106515,2022-08-02,East,Furniture,Wardrobe,7,25373.76,0.15,-2247.31
ORD-106516,2024-03-28,North,Office Supplies,Printer,6,41952.17,0.1,5254.44
ORD-106517,2022-02-28,North,Technology,Phone,2,2810.45,0.15,175.79
ORD-106518,2024-06-01,West,Technology,Monitor,9,31272.24,0.1,2920.34
ORD-106519,2024-04-22,North,Furniture,Desk,8,46317.92,0.05,5570.89
ORD-106520,2024-07-12,South,Office Supplies,Pen,5,31315.55,0.1,5185.42
ORD-106521,2022-05-03,South,Technology,Phone,5,5194.56,0.0,678.51
ORD-106522,2023-03-15,South,Furniture,Wardrobe,3,25201.38,0.05,4889.62
ORD-106523,2024-10-18,West,Office Supplies,Printer,2,37302.47,0.0,2722.09
ORD-106524,2023-07-16,North,Furniture,Wardrobe,9,9783.86,0.05,1020.28
ORD-106525,2022-04-28,South,Office Supplies,Storage Box,7,23966.64,0.0,2018.2
ORD-106526,2024-06-23,East,Office Supplies,Storage Box,8,24128.91,0.2,-686.63
ORD-106527,2023-01-30,East,Furniture,Table,4,2814.13,0.05,204.24
ORD-106528,2024-05-25,West,Technology,Monitor,9,21292.29,0.2,-258.37
ORD-106529,2024-07-23,North,Technology,Laptop,4,13667.13,0.0,1928.18
ORD-106530,2024-08-09,East,Furniture,Chair,7,28242.44,0.15,3067.89
ORD-106531,2022-03-16,East,Furniture,Wardrobe,3,41387.56,0.05,5150.1
ORD-106532,2022-10-22,West,Office Supplies,Storage Box,9,34849.42,0.2,3397.0
ORD-106533,2022-01-21,North,Office Supplies,Pen,7,8685.36,0.1,549.35
ORD-106534,2024-11-04,East,Technology,Laptop,6,8943.18,0.0,2594.68
ORD-106535,2023-07-14,North,Office Supplies,Notebook,4,36784.65,0.0,10292.09
ORD-106536,2023-01-07,South,Office Supplies,Storage Box,3,32046.16,0.0,8238.66
ORD-106537,2024-03-28,West,Office Supplies,Notebook,7,38476.81,0.0,11335.12
ORD-106538,2024-12-28,North,Technology,Monitor,5,21212.75,0.1,1980.59
ORD-106539,2024-04-25,West,Office Supplies,Printer,7,10809.88,0.2,-978.46
ORD-106540,2023-06-05,West,Furniture,Chair,5,30811.32,0.15,2504.22
ORD-106541,2023-01-06,South,Office Supplies,Printer,9,31360.77,0.1,1082.04
ORD-106542,2022-04-11,East,Furniture,Table,5,39486.02,0.05,9622.94
ORD-106543,2023-10-23,East,Technology,Tablet,5,37602.04,0.1,2873.26
ORD-106544,2024-08-25,East,Office Supplies,Storage Box,6,41095.02,0.1,5353.1
ORD-106545,2022-08-31,East,Furniture,Desk,7,21208.72,0.2,-1501.57
ORD-106546,2024-01-23,South,Furniture,Desk,8,13585.54,0.1,1072.62
ORD-106547,2023-05-27,West,Office Supplies,Notebook,6,9192.0,0.15,-917.11
ORD-106548,2024-04-28,South,Technology,Laptop,6,14087.57,0.2,-1538.62
ORD-106549,2023-07-09,West,Office Supplies,Printer,7,10776.16,0.15,1130.14
ORD-106550,2022-08-14,East,Office Supplies,Notebook,6,44461.51,0.05,5338.12
ORD-106551,2022-08-02,North,Office Supplies,Storage Box,2,26189.48,0.1,1447.65
ORD-106552,2023-12-19,East,Office Supplies,Storage Box,2,6067.95,0.15,-205.49
ORD-106553,2022-03-08,West,Technology,Phone,4,4337.9,0.15,-228.25
ORD-106554,2023-01-31,South,Technology,Laptop,5,17864.45,0.2,990.06
ORD-106555,2023-09-04,West,Technology,Laptop,6,27396.02,0.1,3604.32
ORD-106556,2024-11-01,East,Furniture,Chair,7,33143.1,0.05,5491.87
ORD-106557,2024-02-09,North,Technology,Laptop,9,39053.85,0.05,5184.16
ORD-106558,2023-02-11,South,Office Supplies,Storage Box,9,32141.4,0.0,4880.35
ORD-106559,2024-07-13,West,Technology,Phone,6,20394.37,0.2,-178.87
ORD-106560,2023-10-09,West,Furniture,Wardrobe,1,37645.82,0.2,-2414.41
ORD-106561,2022-08-10,South,Technology,Laptop,1,18804.5,0.1,2881.42
ORD-106562,2023-10-16,East,Office Supplies,Printer,1,11992.38,0.05,2195.38
ORD-106563,2023-03-04,North,Technology,Laptop,9,9106.44,0.2,390.05
ORD-106564,2024-09-03,West,Technology,Tablet,7,38563.37,0.1,3380.0
ORD-106565,2024-10-02,West,Furniture,Desk,9,19153.55,0.05,4353.7
ORD-106566,2023-01-06,East,Furniture,Wardrobe,1,20331.0,0.05,3535.51
ORD-106567,2024-04-29,West,Office Supplies,Notebook,2,29420.24,0.05,496.97
ORD-106568,2024-05-05,East,Technology,Laptop,6,848.66,0.0,211.75
ORD-106569,2022-08-17,West,Office Supplies,Pen,2,40455.34,0.0,9274.52
ORD-106570,2022-10-07,West,Technology,Tablet,5,3451.79,0.2,294.64
ORD-106571,2024-12-06,West,Technology,Monitor,7,48846.82,0.1,-859.47
ORD-106572,2024-09-01,West,Office Supplies,Notebook,6,5939.13,0.1,140.69
ORD-106573,2024-01-28,North,Office Supplies,Pen,4,19520.85,0.1,-124.26
ORD-106574,2024-11-13,South,Technology,Monitor,5,13366.99,0.1,2304.2
ORD-106575,2022-11-17,South,Office Supplies,Pen,9,39564.89,0.0,6264.07
ORD-106576,2022-10-01,East,Office Supplies,Notebook,7,36580.09,0.1,-908.01
ORD-106577,2023-07-10,South,Technology,Monitor,6,32918.96,0.05,3216.61
ORD-106578,2024-04-23,West,Furniture,Desk,2,30158.45,0.05,1118.69
ORD-106579,2023-10-30,West,Furniture,Wardrobe,3,27026.07,0.2,592.61
ORD-106580,2024-09-26,East,Furniture,Desk,4,11476.37,0.2,-655.44
ORD-106581,2023-01-15,North,Office Supplies,Storage Box,6,17315.11,0.15,-583.14
ORD-106582,2023-12-12,East,Furniture,Desk,1,11556.27,0.05,821.32
ORD-106583,2024-01-16,East,Technology,Monitor,9,13970.36,0.15,-411.3
ORD-106584,2023-11-06,West,Technology,Phone,8,4576.45,0.1,53.76
ORD-106585,2022-04-26,South,Furniture,Chair,6,587.71,0.15,46.78
ORD-106586,2023-08-28,North,Office Supplies,Pen,1,48821.31,0.0,2648.83
ORD-106587,2024-12-01,West,Furniture,Table,8,39592.36,0.1,-1686.01
ORD-106588,2023-01-14,East,Office Supplies,Pen,8,12007.95,0.05,2037.5
ORD-106589,2023-04-11,North,Furniture,Chair,8,13135.58,0.05,1236.34
ORD-106590,2022-10-07,West,Technology,Tablet,7,773.31,0.15,17.59
ORD-106591,2023-09-10,South,Office Supplies,Printer,4,39165.21,0.15,861.26
ORD-106592,2022-04-28,North,Office Supplies,Notebook,7,13940.56,0.05,2148.37
ORD-106593,2022-11-05,West,Technology,Tablet,1,15118.6,0.15,-69.81
ORD-106594,2022-04-10,East,Office Supplies,Printer,1,36047.53,0.05,6749.82
ORD-106595,2022-09-18,North,Technology,Laptop,7,19325.76,0.15,1731.82
ORD-106596,2024-09-19,South,Office Supplies,Notebook,1,15868.66,0.05,3162.41
ORD-106597,2022-10-13,South,Furniture,Wardrobe,7,46936.51,0.0,5910.08
ORD-106598,2022-11-24,East,Office Supplies,Printer,5,23724.14,0.2,367.51
ORD-106599,2022-03-04,North,Technology,Monitor,7,29087.06,0.0,7533.47
ORD-106600,2023-11-18,West,Technology,Monitor,9,46993.01,0.1,-2206.77
ORD-106601,2024-01-08,North,Furniture,Desk,2,28378.38,0.15,1035.25
ORD-106602,2024-10-27,East,Technology,Phone,2,7191.51,0.05,1330.13
ORD-106603,2023-10-01,South,Technology,Monitor,5,38968.29,0.05,625.57
ORD-106604,2024-07-24,East,Office Supplies,Pen,3,9446.66,0.0,2343.32
ORD-106605,2023-04-21,South,Technology,Tablet,5,28837.03,0.1,3659.64
ORD-106606,2022-02-22,North,Technology,Laptop,6,44039.08,0.0,7906.8
ORD-106607,2024-01-24,North,Furniture,Wardrobe,5,46021.48,0.2,-6505.71
ORD-106608,2023-05-01,North,Office Supplies,Notebook,8,21674.19,0.1,345.49
ORD-106609,2023-02-13,North,Technology,Laptop,5,44671.54,0.05,1399.55
ORD-106610,2024-10-27,East,Technology,Laptop,8,9179.1,0.1,45.33
ORD-106611,2023-10-30,South,Technology,Phone,3,31683.79,0.2,-470.74
ORD-106612,2024-04-14,West,Technology,Phone,9,27543.5,0.1,4970.82
ORD-106613,2024-05-25,South,Technology,Tablet,5,16708.34,0.1,469.29
ORD-106614,2023-01-02,North,Office Supplies,Notebook,1,2026.22,0.2,-131.34
